player_id,full_name,age,height,years_exp,team,position,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
4066,Evan Engram,30.0,75,7.0,JAX,TE,1.0,0.0,0.0,0.0,0.0,13.2,6.0,11.6,9.0,7.0,5.3,0.0,0.0,0.0,0.0,0.0,0.0
4068,Mike Williams,30.0,75,7.0,PIT,WR,0.0,2.4,4.9,8.7,3.5,0.0,2.0,,,9.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4080,Zay Jones,29.0,74,7.0,ARI,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,,,,,,,,,
4082,Curtis Samuel,28.0,71,7.0,BUF,WR,2.5,0.8,3.7,2.5,0.4,5.9,0.0,0.0,0.0,5.5,14.3,0.0,0.0,0.0,0.0,0.0,0.0
4089,Gerald Everett,30.0,75,7.0,CHI,TE,,1.1,0.0,0.0,3.2,0.0,0.0,0.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4098,Kareem Hunt,29.0,71,7.0,KC,RB,,,0.0,9.5,18.2,0.0,21.3,12.8,18.2,13.5,6.0,10.2,2.5,0.0,0.0,0.0,0.0
4111,D'Onta Foreman,28.0,72,7.0,CLE,RB,0.0,5.6,0.5,1.2,6.5,5.7,0.5,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4137,James Conner,29.0,73,7.0,ARI,RB,17.8,18.9,3.0,17.8,13.0,4.6,16.2,13.9,13.4,19.8,0.0,7.4,0.0,0.0,0.0,0.0,0.0
4144,Jonnu Smith,29.0,75,7.0,MIA,TE,1.2,8.3,2.8,0.0,8.6,0.0,19.1,4.0,7.1,6.0,25.1,19.2,16.3,0.0,0.0,0.0,0.0
4147,Samaje Perine,29.0,70,7.0,KC,RB,1.5,0.8,5.5,7.4,2.9,0.0,3.3,4.0,11.5,4.7,1.8,3.4,2.0,0.0,0.0,0.0,0.0
4149,Jamaal Williams,29.0,72,7.0,NO,RB,,3.9,0.4,2.9,0.9,0.7,1.7,,,,,,,,,,
4171,Josh Reynolds,29.0,75,7.0,DEN,WR,7.0,11.3,4.6,0.0,7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4199,Aaron Jones,29.0,70,7.0,MIN,RB,17.9,7.3,23.3,15.9,5.8,0.0,19.1,10.5,10.2,11.1,4.8,18.4,0.0,0.0,0.0,0.0,0.0
421,Matthew Stafford,36.0,75,15.0,LAR,QB,15.68,6.64,12.84,5.86,13.4,0.0,4.96,25.76,18.92,10.72,27.8,19.22,0.0,0.0,0.0,0.0,0.0
4217,George Kittle,31.0,76,7.0,SF,TE,6.0,17.1,0.0,12.5,16.4,20.3,12.2,21.8,0.0,13.2,0.0,17.2,0.0,0.0,0.0,0.0,0.0
4219,Jeremy McNichols,28.0,69,7.0,WAS,RB,,,,,10.4,0.9,4.2,-0.1,2.0,6.7,1.1,,,,,,
